?
10.00	14.1
10.02	0.3
10.04	9.3
10.06	6.3
10.08	6.6
10.10	7.4
10.12	1.9
10.14	7.3
10.16	5.4
10.18	18.0
10.20	8.7
10.22	6.9
10.24	7.2
10.26	6.0
10.28	4.8
10.30	6.8
10.32	9.4
10.34	7.3
10.36	10.9
10.38	7.4
10.40	8.1
10.42	12.6
10.44	9.6
10.46	6.5
10.48	7.5
10.50	9.6
10.52	13.8
10.54	7.2
10.56	7.3
10.58	11.0
10.60	5.3
10.62	7.1
10.64	10.6
10.66	9.7
10.68	8.3
10.70	10.0
10.72	0.0
10.74	11.1
10.76	5.1
10.78	3.0
10.80	8.8
10.82	10.1
10.84	6.7
10.86	4.8
10.88	8.1
10.90	7.8
10.92	12.2
10.94	10.2
10.96	8.6
10.98	11.3
11.00	7.4
11.02	5.2
11.04	9.8
11.06	9.7
11.08	7.4
11.10	5.7
11.12	8.7
11.14	0.5
11.16	10.1
11.18	9.5
11.20	3.1
11.22	8.2
11.24	5.1
11.26	10.3
11.28	1.9
11.30	5.3
11.32	10.1
11.34	11.5
11.36	1.5
11.38	6.5
11.40	9.0
11.42	6.2
11.44	12.8
11.46	4.4
11.48	9.1
11.50	4.9
11.52	12.2
11.54	7.9
11.56	6.9
11.58	2.8
11.60	13.0
11.62	10.3
11.64	10.3
11.66	11.4
11.68	9.0
11.70	6.1
11.72	5.6
11.74	5.6
11.76	12.1
11.78	3.6
11.80	6.2
11.82	7.0
11.84	8.7
11.86	9.7
11.88	4.3
11.90	2.8
11.92	8.0
11.94	11.6
11.96	10.3
11.98	8.6
12.00	7.0
12.02	8.9
12.04	7.3
12.06	10.5
12.08	5.6
12.10	8.4
12.12	7.7
12.14	9.6
12.16	8.7
12.18	15.7
12.20	12.5
12.22	12.5
12.24	1.9
12.26	7.0
12.28	6.2
12.30	9.6
12.32	1.2
12.34	11.5
12.36	11.2
12.38	4.1
12.40	5.1
12.42	5.6
12.44	8.1
12.46	9.9
12.48	14.1
12.50	7.4
12.52	10.3
12.54	8.5
12.56	13.3
12.58	10.2
12.60	12.1
12.62	4.8
12.64	7.4
12.66	5.6
12.68	12.5
12.70	10.0
12.72	7.1
12.74	6.6
12.76	9.5
12.78	5.9
12.80	5.2
12.82	9.4
12.84	15.4
12.86	7.3
12.88	6.3
12.90	4.5
12.92	4.0
12.94	9.6
12.96	10.6
12.98	8.0
13.00	9.0
13.02	8.3
13.04	8.4
13.06	3.4
13.08	6.6
13.10	8.3
13.12	5.7
13.14	6.6
13.16	5.5
13.18	7.0
13.20	10.6
13.22	6.8
13.24	7.5
13.26	10.4
13.28	9.9
13.30	13.1
13.32	1.7
13.34	10.6
13.36	6.6
13.38	8.4
13.40	10.5
13.42	11.2
13.44	11.1
13.46	8.5
13.48	12.8
13.50	7.2
13.52	7.6
13.54	10.4
13.56	6.3
13.58	14.5
13.60	11.1
13.62	14.5
13.64	7.9
13.66	6.9
13.68	8.5
13.70	10.2
13.72	6.2
13.74	9.1
13.76	7.9
13.78	12.8
13.80	6.0
13.82	11.1
13.84	6.1
13.86	5.1
13.88	5.9
13.90	4.4
13.92	8.4
13.94	11.1
13.96	8.5
13.98	9.9
14.00	12.9
14.02	8.8
14.04	8.6
14.06	7.2
14.08	3.2
14.10	10.3
14.12	2.7
14.14	10.0
14.16	8.0
14.18	11.4
14.20	7.8
14.22	5.5
14.24	9.1
14.26	6.3
14.28	7.5
14.30	8.1
14.32	7.6
14.34	7.4
14.36	5.5
14.38	7.4
14.40	1.6
14.42	7.5
14.44	4.4
14.46	11.4
14.48	11.8
14.50	2.1
14.52	8.4
14.54	7.6
14.56	4.9
14.58	9.6
14.60	6.6
14.62	2.7
14.64	7.2
14.66	7.6
14.68	8.3
14.70	4.3
14.72	9.8
14.74	10.2
14.76	4.6
14.78	6.0
14.80	7.8
14.82	6.3
14.84	13.2
14.86	8.6
14.88	5.0
14.90	5.6
14.92	7.8
14.94	14.9
14.96	7.5
14.98	8.4
15.00	9.5
15.02	7.9
15.04	14.8
15.06	6.4
15.08	10.2
15.10	8.5
15.12	9.9
15.14	4.5
15.16	13.3
15.18	7.6
15.20	8.1
15.22	5.2
15.24	5.8
15.26	9.7
15.28	11.0
15.30	10.3
15.32	11.6
15.34	10.1
15.36	8.1
15.38	10.5
15.40	9.8
15.42	7.7
15.44	10.2
15.46	11.9
15.48	8.7
15.50	6.9
15.52	10.2
15.54	13.7
15.56	7.4
15.58	7.7
15.60	7.6
15.62	11.7
15.64	2.5
15.66	9.1
15.68	11.6
15.70	5.6
15.72	12.5
15.74	9.6
15.76	6.4
15.78	8.6
15.80	3.4
15.82	6.3
15.84	13.5
15.86	5.3
15.88	13.5
15.90	7.8
15.92	11.0
15.94	8.1
15.96	1.3
15.98	6.3
16.00	8.6
16.02	4.5
16.04	4.0
16.06	9.1
16.08	6.1
16.10	2.9
16.12	5.9
16.14	10.6
16.16	6.6
16.18	10.8
16.20	12.6
16.22	8.1
16.24	4.6
16.26	4.1
16.28	7.9
16.30	10.6
16.32	8.8
16.34	9.6
16.36	6.7
16.38	8.9
16.40	6.6
16.42	7.0
16.44	4.1
16.46	3.3
16.48	6.6
16.50	4.7
16.52	5.1
16.54	10.0
16.56	7.7
16.58	16.7
16.60	10.8
16.62	6.1
16.64	10.3
16.66	9.1
16.68	5.9
16.70	11.3
16.72	5.7
16.74	0.0
16.76	10.4
16.78	6.1
16.80	12.5
16.82	6.1
16.84	4.5
16.86	12.6
16.88	4.8
16.90	8.6
16.92	12.3
16.94	8.3
16.96	7.8
16.98	8.3
17.00	10.5
17.02	5.6
17.04	9.8
17.06	9.7
17.08	15.0
17.10	7.0
17.12	5.3
17.14	10.2
17.16	6.8
17.18	8.9
17.20	8.4
17.22	11.5
17.24	6.0
17.26	7.7
17.28	0.3
17.30	5.3
17.32	12.6
17.34	6.0
17.36	5.9
17.38	4.3
17.40	9.7
17.42	8.5
17.44	4.4
17.46	10.0
17.48	8.8
17.50	10.3
17.52	6.1
17.54	13.2
17.56	9.2
17.58	7.6
17.60	6.4
17.62	7.3
17.64	10.6
17.66	7.2
17.68	11.2
17.70	9.7
17.72	12.0
17.74	10.4
17.76	7.8
17.78	2.3
17.80	8.9
17.82	10.4
17.84	8.5
17.86	9.7
17.88	6.6
17.90	6.9
17.92	5.2
17.94	12.1
17.96	8.5
17.98	6.5
18.00	4.0
18.02	7.5
18.04	12.3
18.06	9.4
18.08	5.8
18.10	12.3
18.12	12.3
18.14	10.9
18.16	10.4
18.18	11.5
18.20	9.6
18.22	10.3
18.24	5.7
18.26	12.5
18.28	8.7
18.30	14.1
18.32	1.9
18.34	10.1
18.36	10.9
18.38	7.0
18.40	9.4
18.42	10.2
18.44	9.7
18.46	6.4
18.48	7.6
18.50	11.1
18.52	11.8
18.54	8.3
18.56	8.2
18.58	8.6
18.60	11.1
18.62	4.8
18.64	4.0
18.66	8.4
18.68	4.7
18.70	6.2
18.72	8.3
18.74	9.4
18.76	4.8
18.78	10.4
18.80	2.7
18.82	9.6
18.84	3.3
18.86	4.2
18.88	9.9
18.90	6.8
18.92	5.6
18.94	6.7
18.96	9.4
18.98	7.8
19.00	7.9
19.02	11.2
19.04	5.9
19.06	6.6
19.08	6.4
19.10	11.5
19.12	11.0
19.14	11.9
19.16	7.9
19.18	7.5
19.20	10.6
19.22	6.8
19.24	10.5
