?
10.00	8.4
10.02	7.6
10.04	9.9
10.06	8.3
10.08	6.4
10.10	9.1
10.12	11.9
10.14	10.8
10.16	5.9
10.18	4.2
10.20	6.1
10.22	8.1
10.24	1.0
10.26	7.3
10.28	4.3
10.30	5.8
10.32	6.4
10.34	7.1
10.36	9.2
10.38	11.1
10.40	7.6
10.42	12.1
10.44	6.0
10.46	9.1
10.48	10.7
10.50	8.3
10.52	5.8
10.54	5.2
10.56	6.6
10.58	8.7
10.60	5.0
10.62	7.4
10.64	7.5
10.66	9.6
10.68	8.6
10.70	9.1
10.72	6.0
10.74	7.6
10.76	10.4
10.78	12.5
10.80	4.2
10.82	12.5
10.84	12.0
10.86	10.3
10.88	8.8
10.90	7.1
10.92	12.4
10.94	13.9
10.96	13.4
10.98	11.9
11.00	9.1
11.02	4.4
11.04	8.0
11.06	10.0
11.08	4.1
11.10	9.2
11.12	9.3
11.14	10.1
11.16	4.4
11.18	6.0
11.20	6.7
11.22	4.5
11.24	13.2
11.26	6.5
11.28	9.0
11.30	7.2
11.32	12.8
11.34	12.0
11.36	9.9
11.38	1.4
11.40	8.2
11.42	10.1
11.44	11.0
11.46	6.1
11.48	13.5
11.50	4.0
11.52	6.0
11.54	10.8
11.56	8.1
11.58	14.0
11.60	8.6
11.62	6.1
11.64	6.9
11.66	4.7
11.68	4.2
11.70	9.9
11.72	9.7
11.74	11.9
11.76	5.7
11.78	13.1
11.80	7.1
11.82	12.7
11.84	6.7
11.86	5.8
11.88	8.7
11.90	11.1
11.92	8.5
11.94	6.2
11.96	4.0
11.98	3.8
12.00	9.5
12.02	11.0
12.04	7.5
12.06	4.8
12.08	10.6
12.10	4.2
12.12	5.9
12.14	9.9
12.16	1.2
12.18	9.2
12.20	6.3
12.22	8.3
12.24	7.8
12.26	8.6
12.28	10.1
12.30	5.7
12.32	12.3
12.34	10.2
12.36	10.5
12.38	11.5
12.40	10.4
12.42	10.5
12.44	8.2
12.46	3.7
12.48	7.6
12.50	5.7
12.52	3.7
12.54	8.8
12.56	6.3
12.58	4.9
12.60	4.9
12.62	8.8
12.64	9.1
12.66	12.0
12.68	8.0
12.70	11.1
12.72	12.2
12.74	11.5
12.76	0.9
12.78	11.7
12.80	9.0
12.82	9.3
12.84	9.1
12.86	9.1
12.88	9.0
12.90	6.9
12.92	2.3
12.94	7.7
